codMunicipio;Município;Estado;MUNICIPIO_ESTADO;IDHM;IDHM_R;IDHM_L;IDHM_E
1300904;Canutama;AM;CANUTAMA-AM;0,53;0,522;0,752;0,379
1502202;Capanema;PR;CAPANEMA-PR;0,706;0,719;0,801;0,611
4104501;Capanema;PA;CAPANEMA-PA;0,655;0,61;0,794;0,58
4203253;Capão Alto;SC;CAPÃO ALTO-SC;0,654;0,68;0,796;0,516
3510203;Capão Bonito;SP;CAPÃO BONITO-SP;0,721;0,675;0,826;0,671
4304622;Capão Bonito do Sul;RS;CAPÃO BONITO DO SUL-RS;0,637;0,654;0,779;0,507
4304630;Capão da Canoa;RS;CAPÃO DA CANOA-RS;0,743;0,756;0,852;0,637
4304655;Capão do Cipó;RS;CAPÃO DO CIPÓ-RS;0,672;0,639;0,86;0,552
4304663;Capão do Leão;RS;CAPÃO DO LEÃO-RS;0,637;0,662;0,814;0,48
3112109;Caparaó;MG;CAPARAÓ-MG;0,624;0,614;0,836;0,473
2701704;Capela;SE;CAPELA-SE;0,615;0,596;0,766;0,51
2801306;Capela;AL;CAPELA-AL;0,573;0,554;0,743;0,456
4304689;Capela de Santana;RS;CAPELA DE SANTANA-RS;0,661;0,675;0,816;0,525
3510302;Capela do Alto;SP;CAPELA DO ALTO-SP;0,699;0,673;0,823;0,617
2906857;Capela do Alto Alegre;BA;CAPELA DO ALTO ALEGRE-BA;0,599;0,582;0,77;0,48
3112208;Capela Nova;MG;CAPELA NOVA-MG;0,648;0,602;0,797;0,568
3112307;Capelinha;MG;CAPELINHA-MG;0,653;0,641;0,824;0,527
3112406;Capetinga;MG;CAPETINGA-MG;0,675;0,68;0,848;0,533
2504033;Capim;PB;CAPIM-PB;0,533;0,52;0,728;0,4
3112505;Capim Branco;MG;CAPIM BRANCO-MG;0,695;0,664;0,837;0,604
2906873;Capim Grosso;BA;CAPIM GROSSO-BA;0,621;0,62;0,752;0,514
3112604;Capinópolis;MG;CAPINÓPOLIS-MG;0,723;0,747;0,841;0,601
4203907;Capinzal;SC;CAPINZAL-SC;0,752;0,742;0,869;0,659
2102754;Capinzal do Norte;MA;CAPINZAL DO NORTE-MA;0,537;0,517;0,698;0,43
2302909;Capistrano;CE;CAPISTRANO-CE;0,611;0,527;0,73;0,593
4304697;Capitão;RS;CAPITÃO-RS;0,746;0,747;0,842;0,661
3112653;Capitão Andrade;MG;CAPITÃO ANDRADE-MG;0,624;0,63;0,805;0,478
2202406;Capitão de Campos;PI;CAPITÃO DE CAMPOS-PI;0,583;0,552;0,773;0,465
3112703;Capitão Enéas;MG;CAPITÃO ENÉAS-MG;0,639;0,573;0,806;0,565
2202455;Capitão Gervásio Oliveira;PI;CAPITÃO GERVÁSIO OLIVEIRA-PI;0,553;0,503;0,725;0,464
4104600;Capitão Leônidas Marques;PR;CAPITÃO LEÔNIDAS MARQUES-PR;0,716;0,712;0,829;0,623
1502301;Capitão Poço;PA;CAPITÃO POÇO-PA;0,548;0,573;0,747;0,385
3112802;Capitólio;MG;CAPITÓLIO-MG;0,71;0,709;0,825;0,612
3510401;Capivari;SP;CAPIVARI-SP;0,75;0,744;0,848;0,669
4203956;Capivari de Baixo;SC;CAPIVARI DE BAIXO-SC;0,767;0,724;0,87;0,716
4304671;Capivari do Sul;RS;CAPIVARI DO SUL-RS;0,766;0,805;0,836;0,668
1200179;Capixaba;AC;CAPIXABA-AC;0,575;0,601;0,794;0,398
2603801;Capoeiras;PE;CAPOEIRAS-PE;0,549;0,529;0,746;0,419
3112901;Caputira;MG;CAPUTIRA-MG;0,615;0,609;0,809;0,471
4304713;Caraá;RS;CARAÁ-RS;0,652;0,661;0,83;0,505
1400209;Caracaraí;RR;CARACARAÍ-RR;0,624;0,601;0,78;0,518
2202505;Caracol;MS;CARACOL-MS;0,647;0,628;0,826;0,522
5002803;Caracol;PI;CARACOL-PI;0,552;0,533;0,771;0,409
3510500;Caraguatatuba;SP;CARAGUATATUBA-SP;0,759;0,735;0,845;0,705
3113008;Caraí;MG;CARAÍ-MG;0,558;0,549;0,781;0,405
2906899;Caraíbas;BA;CARAÍBAS-BA;0,555;0,57;0,739;0,405
4104659;Carambeí;PR;CARAMBEÍ-PR;0,728;0,721;0,836;0,64
3113107;Caranaíba;MG;CARANAÍBA-MG;0,634;0,593;0,807;0,533
3113206;Carandaí;MG;CARANDAÍ-MG;0,697;0,663;0,821;0,622
3113305;Carangola;MG;CARANGOLA-MG;0,695;0,699;0,837;0,573
3300936;Carapebus;RJ;CARAPEBUS-RJ;0,713;0,699;0,805;0,644
3510609;Carapicuíba;SP;CARAPICUÍBA-SP;0,749;0,721;0,842;0,693
3113404;Caratinga;MG;CARATINGA-MG;0,706;0,697;0,836;0,603
1301001;Carauari;AM;CARAUARI-AM;0,549;0,534;0,745;0,416
2402303;Caraúbas;RN;CARAÚBAS-RN;0,638;0,594;0,786;0,556
2504074;Caraúbas;PB;CARAÚBAS-PB;0,585;0,58;0,71;0,485
2202539;Caraúbas do Piauí;PI;CARAÚBAS DO PIAUÍ-PI;0,505;0,48;0,775;0,347
2906907;Caravelas;BA;CARAVELAS-BA;0,616;0,626;0,791;0,473
4304705;Carazinho;RS;CARAZINHO-RS;0,766;0,756;0,84;0,707
3113503;Carbonita;MG;CARBONITA-MG;0,638;0,617;0,796;0,529
2907004;Cardeal da Silva;BA;CARDEAL DA SILVA-BA;0,552;0,523;0,735;0,437
3510708;Cardoso;SP;CARDOSO-SP;0,722;0,695;0,853;0,636
3301157;Cardoso Moreira;RJ;CARDOSO MOREIRA-RJ;0,648;0,653;0,782;0,534
3113602;Careaçu;MG;CAREAÇU-MG;0,683;0,666;0,824;0,581
1301100;Careiro;AM;CAREIRO-AM;0,557;0,515;0,779;0,431
1301159;Careiro da Várzea;AM;CAREIRO DA VÁRZEA-AM;0,568;0,523;0,779;0,45
3201308;Cariacica;ES;CARIACICA-ES;0,718;0,699;0,844;0,628
2303006;Caridade;CE;CARIDADE-CE;0,592;0,528;0,779;0,505
2202554;Caridade do Piauí;PI;CARIDADE DO PIAUÍ-PI;0,541;0,52;0,715;0,426
2907103;Carinhanha;BA;CARINHANHA-BA;0,576;0,525;0,763;0,477
2801405;Carira;SE;CARIRA-SE;0,588;0,581;0,791;0,442
2303105;Cariré;CE;CARIRÉ-CE;0,596;0,537;0,749;0,526
1703867;Cariri do Tocantins;TO;CARIRI DO TOCANTINS-TO;0,662;0,639;0,826;0,549
2303204;Caririaçu;CE;CARIRIAÇU-CE;0,578;0,549;0,73;0,483
2303303;Cariús;CE;CARIÚS-CE;0,597;0,546;0,751;0,519
5102793;Carlinda;MT;CARLINDA-MT;0,665;0,656;0,809;0,553
4104709;Carlópolis;PR;CARLÓPOLIS-PR;0,713;0,696;0,832;0,625
4304804;Carlos Barbosa;RS;CARLOS BARBOSA-RS;0,796;0,835;0,835;0,724
3113701;Carlos Chagas;MG;CARLOS CHAGAS-MG;0,648;0,641;0,826;0,513
4304853;Carlos Gomes;RS;CARLOS GOMES-RS;0,739;0,732;0,886;0,622
3113800;Carmésia;MG;CARMÉSIA-MG;0,65;0,631;0,805;0,54
3301207;Carmo;RJ;CARMO-RJ;0,696;0,683;0,813;0,608
3113909;Carmo da Cachoeira;MG;CARMO DA CACHOEIRA-MG;0,655;0,672;0,801;0,523
3114006;Carmo da Mata;MG;CARMO DA MATA-MG;0,689;0,68;0,84;0,572
3114105;Carmo de Minas;MG;CARMO DE MINAS-MG;0,682;0,668;0,845;0,562
3114204;Carmo do Cajuru;MG;CARMO DO CAJURU-MG;0,71;0,695;0,853;0,605
3114303;Carmo do Paranaíba;MG;CARMO DO PARANAÍBA-MG;0,705;0,713;0,861;0,571
3114402;Carmo do Rio Claro;MG;CARMO DO RIO CLARO-MG;0,733;0,715;0,85;0,649
5205000;Carmo do Rio Verde;GO;CARMO DO RIO VERDE-GO;0,713;0,677;0,824;0,649
1703883;Carmolândia;TO;CARMOLÂNDIA-TO;0,64;0,621;0,81;0,521
2801504;Carmópolis;SE;CARMÓPOLIS-SE;0,643;0,623;0,783;0,546
3114501;Carmópolis de Minas;MG;CARMÓPOLIS DE MINAS-MG;0,7;0,694;0,85;0,582
2603900;Carnaíba;PE;CARNAÍBA-PE;0,583;0,54;0,727;0,505
2402402;Carnaúba dos Dantas;RN;CARNAÚBA DOS DANTAS-RN;0,659;0,624;0,796;0,577
2402501;Carnaubais;RN;CARNAUBAIS-RN;0,589;0,583;0,738;0,476
2303402;Carnaubal;CE;CARNAUBAL-CE;0,593;0,536;0,76;0,513
2603926;Carnaubeira da Penha;PE;CARNAUBEIRA DA PENHA-PE;0,573;0,491;0,755;0,508
3114550;Carneirinho;MG;CARNEIRINHO-MG;0,741;0,749;0,873;0,622
2701803;Carneiros;AL;CARNEIROS-AL;0,526;0,517;0,709;0,398
1400233;Caroebe;RR;CAROEBE-RR;0,639;0,6;0,791;0,549
2102804;Carolina;MA;CAROLINA-MA;0,634;0,6;0,802;0,529
2604007;Carpina;PE;CARPINA-PE;0,68;0,63;0,806;0,619
3114600;Carrancas;MG;CARRANCAS-MG;0,725;0,687;0,877;0,632
2504108;Carrapateira;PB;CARRAPATEIRA-PB;0,603;0,529;0,765;0,543
1703891;Carrasco Bonito;TO;CARRASCO BONITO-TO;0,594;0,543;0,728;0,531
2604106;Caruaru;PE;CARUARU-PE;0,677;0,681;0,799;0,569
2102903;Carutapera;MA;CARUTAPERA-MA;0,574;0,533;0,747;0,476
3114709;Carvalhópolis;MG;CARVALHÓPOLIS-MG;0,724;0,688;0,85;0,648
3114808;Carvalhos;MG;CARVALHOS-MG;0,646;0,667;0,82;0,492
3510807;Casa Branca;SP;CASA BRANCA-SP;0,73;0,727;0,835;0,64
3114907;Casa Grande;MG;CASA GRANDE-MG;0,652;0,608;0,823;0,555
2907202;Casa Nova;BA;CASA NOVA-BA;0,57;0,577;0,736;0,435
4304903;Casca;RS;CASCA-RS;0,785;0,778;0,847;0,733
3115003;Cascalho Rico;MG;CASCALHO RICO-MG;0,721;0,734;0,845;0,604
2303501;Cascavel;PR;CASCAVEL-PR;0,782;0,776;0,846;0,728
4104808;Cascavel;CE;CASCAVEL-CE;0,646;0,587;0,793;0,578
1703909;Caseara;TO;CASEARA-TO;0,658;0,647;0,825;0,534
4304952;Caseiros;RS;CASEIROS-RS;0,703;0,696;0,833;0,6
3301306;Casimiro de Abreu;RJ;CASIMIRO DE ABREU-RJ;0,726;0,734;0,811;0,642
2604155;Casinhas;PE;CASINHAS-PE;0,567;0,518;0,721;0,489
2504157;Casserengue;PB;CASSERENGUE-PB;0,514;0,492;0,73;0,379
3115102;Cássia;MG;CÁSSIA-MG;0,704;0,723;0,837;0,576
3510906;Cássia dos Coqueiros;SP;CÁSSIA DOS COQUEIROS-SP;0,734;0,68;0,864;0,673
5002902;Cassilândia;MS;CASSILÂNDIA-MS;0,727;0,756;0,811;0,627
1502400;Castanhal;PA;CASTANHAL-PA;0,673;0,654;0,8;0,582
5102850;Castanheira;MT;CASTANHEIRA-MT;0,665;0,671;0,8;0,547
1100908;Castanheiras;RO;CASTANHEIRAS-RO;0,658;0,65;0,803;0,547
5205059;Castelândia;GO;CASTELÂNDIA-GO;0,701;0,724;0,823;0,578
3201407;Castelo;ES;CASTELO-ES;0,726;0,703;0,852;0,639
2202604;Castelo do Piauí;PI;CASTELO DO PIAUÍ-PI;0,587;0,566;0,754;0,473
3511003;Castilho;SP;CASTILHO-SP;0,731;0,688;0,827;0,686
4104907;Castro;PR;CASTRO-PR;0,703;0,704;0,823;0,6
2907301;Castro Alves;BA;CASTRO ALVES-BA;0,613;0,591;0,774;0,504
3115300;Cataguases;MG;CATAGUASES-MG;0,751;0,718;0,861;0,685
5205109;Catalão;GO;CATALÃO-GO;0,766;0,769;0,819;0,715
3511102;Catanduva;SP;CATANDUVA-SP;0,785;0,767;0,853;0,74
4105003;Catanduvas;SC;CATANDUVAS-SC;0,714;0,723;0,806;0,625
4204004;Catanduvas;PR;CATANDUVAS-PR;0,678;0,677;0,805;0,573
2303600;Catarina;CE;CATARINA-CE;0,618;0,551;0,764;0,56
3115359;Catas Altas;MG;CATAS ALTAS-MG;0,684;0,665;0,828;0,582
3115409;Catas Altas da Noruega;MG;CATAS ALTAS DA NORUEGA-MG;0,6;0,588;0,799;0,46
2604205;Catende;PE;CATENDE-PE;0,609;0,578;0,76;0,515
3511201;Catiguá;SP;CATIGUÁ-SP;0,751;0,734;0,852;0,676
2504207;Catingueira;PB;CATINGUEIRA-PB;0,574;0,553;0,753;0,455
2907400;Catolândia;BA;CATOLÂNDIA-BA;0,582;0,554;0,786;0,452
2504306;Catolé do Rocha;PB;CATOLÉ DO ROCHA-PB;0,64;0,617;0,787;0,539
2907509;Catu;BA;CATU-BA;0,677;0,66;0,814;0,578
4305009;Catuípe;RS;CATUÍPE-RS;0,739;0,763;0,842;0,627
3115458;Catuji;MG;CATUJI-MG;0,54;0,534;0,771;0,382
2303659;Catunda;CE;CATUNDA-CE;0,609;0,537;0,717;0,587
5205208;Caturaí;GO;CATURAÍ-GO;0,664;0,665;0,815;0,54
2907558;Caturama;BA;CATURAMA-BA;0,571;0,543;0,77;0,446
2504355;Caturité;PB;CATURITÉ-PB;0,623;0,617;0,782;0,502
3115474;Catuti;MG;CATUTI-MG;0,621;0,563;0,773;0,549
2303709;Caucaia;CE;CAUCAIA-CE;0,682;0,62;0,808;0,632
5205307;Cavalcante;GO;CAVALCANTE-GO;0,584;0,595;0,808;0,415
3115508;Caxambu;MG;CAXAMBU-MG;0,743;0,77;0,848;0,629
4204103;Caxambu do Sul;SC;CAXAMBU DO SUL-SC;0,691;0,725;0,87;0,523
2103000;Caxias;MA;CAXIAS-MA;0,624;0,595;0,753;0,543
4305108;Caxias do Sul;RS;CAXIAS DO SUL-RS;0,782;0,812;0,86;0,686
2202653;Caxingó;PI;CAXINGÓ-PI;0,488;0,498;0,708;0,329
2402600;Ceará-Mirim;RN;CEARÁ-MIRIM-RN;0,616;0,599;0,774;0,505
2103109;Cedral;SP;CEDRAL-SP;0,766;0,749;0,872;0,689
3511300;Cedral;MA;CEDRAL-MA;0,605;0,52;0,748;0,57
2303808;Cedro;CE;CEDRO-CE;0,627;0,592;0,753;0,553
2604304;Cedro;PE;CEDRO-PE;0,615;0,565;0,717;0,573
2801603;Cedro de São João;SE;CEDRO DE SÃO JOÃO-SE;0,623;0,608;0,731;0,543
3115607;Cedro do Abaeté;MG;CEDRO DO ABAETÉ-MG;0,678;0,641;0,801;0,608
4204152;Celso Ramos;SC;CELSO RAMOS-SC;0,719;0,651;0,826;0,692
1704105;Centenário;RS;CENTENÁRIO-RS;0,701;0,707;0,856;0,569
4305116;Centenário;TO;CENTENÁRIO-TO;0,569;0,571;0,7;0,461
4105102;Centenário do Sul;PR;CENTENÁRIO DO SUL-PR;0,668;0,686;0,791;0,549
2907608;Central;BA;CENTRAL-BA;0,596;0,54;0,728;0,538
3115706;Central de Minas;MG;CENTRAL DE MINAS-MG;0,665;0,663;0,823;0,54
2103125;Central do Maranhão;MA;CENTRAL DO MARANHÃO-MA;0,585;0,503;0,713;0,557
3115805;Centralina;MG;CENTRALINA-MG;0,678;0,654;0,853;0,558
2103158;Centro do Guilherme;MA;CENTRO DO GUILHERME-MA;0,542;0,51;0,707;0,442
2103174;Centro Novo do Maranhão;MA;CENTRO NOVO DO MARANHÃO-MA;0,518;0,508;0,717;0,382
1100056;Cerejeiras;RO;CEREJEIRAS-RO;0,692;0,688;0,799;0,602
5205406;Ceres;GO;CERES-GO;0,775;0,753;0,842;0,733
3511409;Cerqueira César;SP;CERQUEIRA CÉSAR-SP;0,729;0,71;0,821;0,666
3511508;Cerquilho;SP;CERQUILHO-SP;0,782;0,758;0,854;0,739
4305124;Cerrito;RS;CERRITO-RS;0,649;0,657;0,824;0,504
4105201;Cerro Azul;PR;CERRO AZUL-PR;0,573;0,604;0,797;0,391
4305132;Cerro Branco;RS;CERRO BRANCO-RS;0,661;0,671;0,816;0,527
2402709;Cerro Corá;RN;CERRO CORÁ-RN;0,607;0,573;0,754;0,518
4305157;Cerro Grande;RS;CERRO GRANDE-RS;0,674;0,676;0,803;0,563
4305173;Cerro Grande do Sul;RS;CERRO GRANDE DO SUL-RS;0,66;0,673;0,855;0,499
4305207;Cerro Largo;RS;CERRO LARGO-RS;0,764;0,752;0,849;0,698
4204178;Cerro Negro;SC;CERRO NEGRO-SC;0,621;0,634;0,829;0,455
3511607;Cesário Lange;SP;CESÁRIO LANGE-SP;0,706;0,715;0,804;0,611
4105300;Céu Azul;PR;CÉU AZUL-PR;0,732;0,732;0,812;0,659
5205455;Cezarina;GO;CEZARINA-GO;0,711;0,684;0,807;0,652
2604403;Chã de Alegria;PE;CHÃ DE ALEGRIA-PE;0,604;0,546;0,762;0,529
2604502;Chã Grande;PE;CHÃ GRANDE-PE;0,599;0,603;0,803;0,443
2701902;Chã Preta;AL;CHÃ PRETA-AL;0,575;0,537;0,737;0,481
3115904;Chácara;MG;CHÁCARA-MG;0,664;0,65;0,878;0,512
3116001;Chalé;MG;CHALÉ-MG;0,655;0,636;0,787;0,561
4305306;Chapada;RS;CHAPADA-RS;0,757;0,752;0,849;0,679
1705102;Chapada da Natividade;TO;CHAPADA DA NATIVIDADE-TO;0,62;0,59;0,814;0,497
1704600;Chapada de Areia;TO;CHAPADA DE AREIA-TO;0,619;0,619;0,726;0,529
3116100;Chapada do Norte;MG;CHAPADA DO NORTE-MG;0,598;0,571;0,798;0,469
5103007;Chapada dos Guimarães;MT;CHAPADA DOS GUIMARÃES-MT;0,688;0,677;0,833;0,578
3116159;Chapada Gaúcha;MG;CHAPADA GAÚCHA-MG;0,635;0,573;0,82;0,546
5205471;Chapadão do Céu;GO;CHAPADÃO DO CÉU-GO;0,742;0,748;0,837;0,652
4204194;Chapadão do Lageado;SC;CHAPADÃO DO LAGEADO-SC;0,704;0,68;0,833;0,616
5002951;Chapadão do Sul;MS;CHAPADÃO DO SUL-MS;0,754;0,758;0,85;0,665
2103208;Chapadinha;MA;CHAPADINHA-MA;0,604;0,554;0,77;0,517
4204202;Chapecó;SC;CHAPECÓ-SC;0,79;0,779;0,871;0,727
3511706;Charqueada;SP;CHARQUEADA-SP;0,736;0,72;0,82;0,675
4305355;Charqueadas;RS;CHARQUEADAS-RS;0,747;0,726;0,87;0,659
4305371;Charrua;RS;CHARRUA-RS;0,62;0,699;0,885;0,385
2303907;Chaval;CE;CHAVAL-CE;0,586;0,524;0,716;0,536
3557204;Chavantes;SP;CHAVANTES-SP;0,729;0,713;0,828;0,655
1502509;Chaves;PA;CHAVES-PA;0,453;0,516;0,769;0,234
3116209;Chiador;MG;CHIADOR-MG;0,711;0,742;0,868;0,559
4305405;Chiapetta;RS;CHIAPETTA-RS;0,732;0,702;0,85;0,657
4105409;Chopinzinho;PR;CHOPINZINHO-PR;0,74;0,74;0,817;0,671
2303931;Choró;CE;CHORÓ-CE;0,585;0,493;0,778;0,523
2303956;Chorozinho;CE;CHOROZINHO-CE;0,604;0,57;0,742;0,522
2907707;Chorrochó;BA;CHORROCHÓ-BA;0,6;0,552;0,779;0,503
4305439;Chuí;RS;CHUÍ-RS;0,706;0,676;0,792;0,658
1100924;Chupinguaia;RO;CHUPINGUAIA-RO;0,652;0,659;0,82;0,514
4305447;Chuvisca;RS;CHUVISCA-RS;0,616;0,655;0,818;0,437
4105508;Cianorte;PR;CIANORTE-PR;0,755;0,747;0,841;0,685
2907806;Cícero Dantas;BA;CÍCERO DANTAS-BA;0,585;0,59;0,712;0,477
4105607;Cidade Gaúcha;PR;CIDADE GAÚCHA-PR;0,718;0,712;0,805;0,645
5205497;Cidade Ocidental;GO;CIDADE OCIDENTAL-GO;0,717;0,706;0,814;0,641
2103257;Cidelândia;MA;CIDELÂNDIA-MA;0,6;0,562;0,728;0,529
4305454;Cidreira;RS;CIDREIRA-RS;0,729;0,73;0,848;0,625
2907905;Cipó;BA;CIPÓ-BA;0,601;0,589;0,744;0,496
3116308;Cipotânea;MG;CIPOTÂNEA-MG;0,579;0,592;0,75;0,437
4305504;Ciríaco;RS;CIRÍACO-RS;0,719;0,724;0,855;0,6
3116407;Claraval;MG;CLARAVAL-MG;0,698;0,687;0,848;0,584
3116506;Claro dos Poções;MG;CLARO DOS POÇÕES-MG;0,67;0,601;0,799;0,625
5103056;Cláudia;MT;CLÁUDIA-MT;0,699;0,719;0,809;0,586
3116605;Cláudio;MG;CLÁUDIO-MG;0,709;0,701;0,846;0,602
3511904;Clementina;SP;CLEMENTINA-SP;0,725;0,704;0,821;0,66
4105706;Clevelândia;PR;CLEVELÂNDIA-PR;0,694;0,718;0,813;0,573
2908002;Coaraci;BA;COARACI-BA;0,613;0,615;0,762;0,491
1301209;Coari;AM;COARI-AM;0,586;0,606;0,78;0,425
2202703;Cocal;PI;COCAL-PI;0,497;0,516;0,712;0,334
2202711;Cocal de Telha;PI;COCAL DE TELHA-PI;0,555;0,55;0,78;0,399
4204251;Cocal do Sul;SC;COCAL DO SUL-SC;0,78;0,747;0,859;0,74
2202729;Cocal dos Alves;PI;COCAL DOS ALVES-PI;0,498;0,504;0,779;0,315
5103106;Cocalinho;MT;COCALINHO-MT;0,66;0,674;0,807;0,528
5205513;Cocalzinho de Goiás;GO;COCALZINHO DE GOIÁS-GO;0,657;0,648;0,826;0,531
2908101;Cocos;BA;COCOS-BA;0,596;0,558;0,805;0,471
1301308;Codajás;AM;CODAJÁS-AM;0,563;0,546;0,775;0,421
2103307;Codó;MA;CODÓ-MA;0,595;0,568;0,754;0,492
2103406;Coelho Neto;MA;COELHO NETO-MA;0,564;0,544;0,728;0,454
3116704;Coimbra;MG;COIMBRA-MG;0,669;0,649;0,825;0,558
2702009;Coité do Nóia;AL;COITÉ DO NÓIA-AL;0,533;0,52;0,73;0,398
2202737;Coivaras;PI;COIVARAS-PI;0,565;0,543;0,732;0,453
1502608;Colares;PA;COLARES-PA;0,602;0,541;0,763;0,528
3201506;Colatina;ES;COLATINA-ES;0,746;0,738;0,841;0,668
5103205;Colíder;MT;COLÍDER-MT;0,713;0,732;0,819;0,604
3512001;Colina;SP;COLINA-SP;0,757;0,72;0,845;0,712
2103505;Colinas;RS;COLINAS-RS;0,765;0,786;0,84;0,678
4305587;Colinas;MA;COLINAS-MA;0,596;0,571;0,709;0,524
5205521;Colinas do Sul;GO;COLINAS DO SUL-GO;0,658;0,633;0,82;0,549
1705508;Colinas do Tocantins;TO;COLINAS DO TOCANTINS-TO;0,701;0,69;0,814;0,614
1716703;Colméia;TO;COLMÉIA-TO;0,671;0,645;0,816;0,574
5103254;Colniza;MT;COLNIZA-MT;0,611;0,633;0,815;0,443
3512100;Colômbia;SP;COLÔMBIA-SP;0,71;0,689;0,802;0,647
4105805;Colombo;PR;COLOMBO-PR;0,733;0,715;0,87;0,632
2202752;Colônia do Gurguéia;PI;COLÔNIA DO GURGUÉIA-PI;0,628;0,578;0,778;0,55
2202778;Colônia do Piauí;PI;COLÔNIA DO PIAUÍ-PI;0,588;0,57;0,772;0,462
2702108;Colônia Leopoldina;AL;COLÔNIA LEOPOLDINA-AL;0,517;0,548;0,693;0,363
4105904;Colorado;RS;COLORADO-RS;0,758;0,775;0,835;0,674
4305603;Colorado;PR;COLORADO-PR;0,73;0,747;0,804;0,649
1100064;Colorado do Oeste;RO;COLORADO DO OESTE-RO;0,685;0,676;0,814;0,584
3116803;Coluna;MG;COLUNA-MG;0,583;0,59;0,782;0,43
1705557;Combinado;TO;COMBINADO-TO;0,697;0,649;0,815;0,639
3116902;Comendador Gomes;MG;COMENDADOR GOMES-MG;0,697;0,703;0,85;0,566
3300951;Comendador Levy Gasparian;RJ;COMENDADOR LEVY GASPARIAN-RJ;0,685;0,676;0,785;0,605
3117009;Comercinho;MG;COMERCINHO-MG;0,593;0,566;0,797;0,462
5103304;Comodoro;MT;COMODORO-MT;0,689;0,687;0,84;0,567
2504405;Conceição;PB;CONCEIÇÃO-PB;0,592;0,577;0,754;0,476
3117108;Conceição da Aparecida;MG;CONCEIÇÃO DA APARECIDA-MG;0,691;0,688;0,847;0,566
3201605;Conceição da Barra;ES;CONCEIÇÃO DA BARRA-ES;0,681;0,648;0,81;0,603
3115201;Conceição da Barra de Minas;MG;CONCEIÇÃO DA BARRA DE MINAS-MG;0,685;0,668;0,815;0,59
2908200;Conceição da Feira;BA;CONCEIÇÃO DA FEIRA-BA;0,634;0,606;0,766;0,548
3117306;Conceição das Alagoas;MG;CONCEIÇÃO DAS ALAGOAS-MG;0,712;0,734;0,862;0,57
3117207;Conceição das Pedras;MG;CONCEIÇÃO DAS PEDRAS-MG;0,668;0,642;0,821;0,566
3117405;Conceição de Ipanema;MG;CONCEIÇÃO DE IPANEMA-MG;0,676;0,664;0,825;0,565
3301405;Conceição de Macabu;RJ;CONCEIÇÃO DE MACABU-RJ;0,712;0,698;0,806;0,642
2908309;Conceição do Almeida;BA;CONCEIÇÃO DO ALMEIDA-BA;0,606;0,578;0,805;0,479
1502707;Conceição do Araguaia;PA;CONCEIÇÃO DO ARAGUAIA-PA;0,64;0,631;0,77;0,54
2202802;Conceição do Canindé;PI;CONCEIÇÃO DO CANINDÉ-PI;0,589;0,559;0,759;0,482
3201704;Conceição do Castelo;ES;CONCEIÇÃO DO CASTELO-ES;0,67;0,685;0,81;0,541
2908408;Conceição do Coité;BA;CONCEIÇÃO DO COITÉ-BA;0,611;0,587;0,752;0,517
2908507;Conceição do Jacuípe;BA;CONCEIÇÃO DO JACUÍPE-BA;0,663;0,63;0,799;0,579
2103554;Conceição do Lago-Açu;MA;CONCEIÇÃO DO LAGO-AÇU-MA;0,512;0,492;0,738;0,37
3117504;Conceição do Mato Dentro;MG;CONCEIÇÃO DO MATO DENTRO-MG;0,634;0,622;0,794;0,517
3117603;Conceição do Pará;MG;CONCEIÇÃO DO PARÁ-MG;0,7;0,687;0,85;0,588
3117702;Conceição do Rio Verde;MG;CONCEIÇÃO DO RIO VERDE-MG;0,665;0,675;0,834;0,522
1705607;Conceição do Tocantins;TO;CONCEIÇÃO DO TOCANTINS-TO;0,592;0,588;0,739;0,478
3117801;Conceição dos Ouros;MG;CONCEIÇÃO DOS OUROS-MG;0,703;0,668;0,842;0,618
3512209;Conchal;SP;CONCHAL-SP;0,708;0,699;0,827;0,614
3512308;Conchas;SP;CONCHAS-SP;0,736;0,725;0,837;0,658
4204301;Concórdia;SC;CONCÓRDIA-SC;0,8;0,777;0,872;0,756
1502756;Concórdia do Pará;PA;CONCÓRDIA DO PARÁ-PA;0,566;0,56;0,741;0,438
2504504;Condado;PE;CONDADO-PE;0,602;0,581;0,713;0,527
2604601;Condado;PB;CONDADO-PB;0,594;0,573;0,769;0,476
2504603;Conde;PB;CONDE-PB;0,618;0,591;0,797;0,5
2908606;Conde;BA;CONDE-BA;0,56;0,551;0,705;0,451
2908705;Condeúba;BA;CONDEÚBA-BA;0,582;0,559;0,789;0,447
4305702;Condor;RS;CONDOR-RS;0,747;0,735;0,852;0,666
3117836;Cônego Marinho;MG;CÔNEGO MARINHO-MG;0,621;0,55;0,799;0,544
3117876;Confins;MG;CONFINS-MG;0,747;0,706;0,83;0,711
5103353;Confresa;MT;CONFRESA-MT;0,668;0,66;0,812;0,556
2504702;Congo;PB;CONGO-PB;0,581;0,562;0,731;0,477
3117900;Congonhal;MG;CONGONHAL-MG;0,712;0,681;0,847;0,626
3118007;Congonhas;MG;CONGONHAS-MG;0,753;0,732;0,877;0,665
3118106;Congonhas do Norte;MG;CONGONHAS DO NORTE-MG;0,568;0,566;0,746;0,433
4106001;Congonhinhas;PR;CONGONHINHAS-PR;0,668;0,655;0,809;0,562
3118205;Conquista;MG;CONQUISTA-MG;0,729;0,714;0,877;0,618
